court_number,court_name,result_status,white,black_african_american,hlso_race,hlso_ethnicity,asian,american_indian_alaskan_native,mr_bw,mr_ow,mr_aw,mr_unk,unknown,other
651,Mills County District Court,Not Used,59,0,0,2,1,0,0,0,0,0,0,1
651,Mills County District Court,Challenged For Cause (Defendant/Respondent),3,0,0,0,0,0,0,0,0,0,0,0
651,Mills County District Court,No Result,23,0,0,1,1,0,0,0,0,0,0,1
651,Mills County District Court,Challenged For Cause (Plaintiff/Petitioner),1,0,0,0,0,0,0,0,0,0,0,0
651,Mills County District Court,Peremptory Strike (Plaintiff/Petitioner),18,0,0,1,0,0,0,0,0,0,0,0
651,Mills County District Court,Juror,47,0,0,0,0,0,0,0,1,0,0,0
651,Mills County District Court,Peremptory Strike (Defendant/Respondent),16,0,0,2,0,0,0,0,0,0,0,1
661,Mitchell County District Court,Challenged For Cause (Defendant/Respondent),5,0,0,0,0,0,0,0,0,0,0,0
661,Mitchell County District Court,Challenged For Cause (Plaintiff/Petitioner),1,0,0,0,0,0,0,0,0,0,0,0
661,Mitchell County District Court,Juror,36,0,0,1,0,0,0,0,0,0,0,0
661,Mitchell County District Court,Alternate,5,0,0,0,0,0,0,0,0,0,0,0
661,Mitchell County District Court,Not Used,30,0,0,0,0,0,0,0,0,0,0,0
661,Mitchell County District Court,Court,15,0,0,0,0,0,0,0,0,0,0,0
661,Mitchell County District Court,Peremptory Strike (Plaintiff/Petitioner),20,0,0,0,0,0,0,0,0,0,0,0
661,Mitchell County District Court,Peremptory Strike (Defendant/Respondent),20,0,0,0,0,0,0,0,0,0,0,0
671,Monona County District Court,Not Used,48,0,0,0,0,0,0,0,0,0,0,1
671,Monona County District Court,Peremptory Strike (Plaintiff/Petitioner),7,0,0,0,0,0,0,0,0,0,0,0
671,Monona County District Court,Juror,12,0,0,0,0,0,0,0,0,0,0,0
671,Monona County District Court,Alternate,1,0,0,0,0,0,0,0,0,0,0,0
671,Monona County District Court,Peremptory Strike (Defendant/Respondent),7,0,0,0,0,0,0,0,0,0,0,0
671,Monona County District Court,Challenged For Cause (Plaintiff/Petitioner),1,0,0,0,0,0,0,0,0,0,0,0
671,Monona County District Court,Challenged For Cause (Defendant/Respondent),4,0,0,0,0,0,0,0,0,0,0,0
681,Monroe County District Court,Alternate,1,0,0,0,0,0,0,0,0,0,0,0
681,Monroe County District Court,Peremptory Strike (Plaintiff/Petitioner),5,0,0,0,0,0,0,0,0,0,0,0
681,Monroe County District Court,Not Used,20,0,0,1,0,0,0,0,0,0,0,1
681,Monroe County District Court,Peremptory Strike (Defendant/Respondent),5,0,0,0,0,0,0,0,0,0,0,0
681,Monroe County District Court,Challenged For Cause (Defendant/Respondent),1,0,0,0,0,0,0,0,0,0,0,0
681,Monroe County District Court,Juror,12,0,0,0,0,0,0,0,0,0,0,0
701,Muscatine County District Court,Peremptory Strike (Plaintiff/Petitioner),113,1,0,21,0,0,0,0,0,0,0,9
701,Muscatine County District Court,Peremptory Strike (Defendant/Respondent),112,0,0,8,1,0,0,1,0,0,0,3
701,Muscatine County District Court,Alternate,18,0,0,2,0,0,0,0,0,0,0,2
701,Muscatine County District Court,Challenged For Cause (Defendant/Respondent),23,1,0,5,0,0,0,0,0,0,0,0
701,Muscatine County District Court,Not Used,486,6,0,66,8,0,1,4,2,0,2,28
701,Muscatine County District Court,Court,58,2,0,12,0,0,0,0,0,0,0,6
701,Muscatine County District Court,No Result,160,3,0,16,2,0,1,0,0,0,0,8
701,Muscatine County District Court,Challenged For Cause (Plaintiff/Petitioner),22,0,0,1,0,0,0,1,0,0,0,0
701,Muscatine County District Court,Juror,209,1,0,22,2,0,0,2,0,0,1,9
711,O'Brien County District Court,Juror,12,0,0,0,0,0,0,0,0,0,0,0
711,O'Brien County District Court,Alternate,1,0,0,0,0,0,0,0,0,0,0,0
711,O'Brien County District Court,Not Used,27,0,0,0,1,0,0,0,0,0,0,0
731,Page County District Court,Juror,23,0,0,0,0,0,0,0,0,0,0,0
731,Page County District Court,Not Used,34,0,0,0,0,0,0,0,0,0,0,0
731,Page County District Court,Peremptory Strike (Defendant/Respondent),8,0,0,0,0,0,0,0,0,0,0,0
731,Page County District Court,Challenged For Cause (Plaintiff/Petitioner),5,0,0,0,0,0,0,0,0,0,0,0
731,Page County District Court,Court,2,0,0,0,0,0,0,0,0,0,0,0
731,Page County District Court,Peremptory Strike (Plaintiff/Petitioner),8,0,0,0,0,0,0,0,0,0,0,0
741,Palo Alto County District Court,Not Used,51,0,0,0,0,0,0,0,0,0,0,0
741,Palo Alto County District Court,Challenged For Cause (Plaintiff/Petitioner),14,0,0,0,1,0,0,0,0,0,0,0
741,Palo Alto County District Court,Challenged For Cause (Defendant/Respondent),2,0,0,0,0,0,0,0,0,0,0,0
741,Palo Alto County District Court,Peremptory Strike (Defendant/Respondent),11,0,0,1,0,0,0,0,0,1,0,0
741,Palo Alto County District Court,Juror,27,0,0,1,0,0,0,0,0,0,0,0
741,Palo Alto County District Court,Peremptory Strike (Plaintiff/Petitioner),12,0,0,0,0,0,0,0,0,0,0,0
751,Plymouth County District Court,Challenged For Cause (Defendant/Respondent),7,0,0,0,0,0,0,0,0,0,0,0
751,Plymouth County District Court,Alternate,4,0,0,1,0,0,0,0,0,0,0,0
751,Plymouth County District Court,Peremptory Strike (Plaintiff/Petitioner),23,0,0,0,0,0,0,0,0,0,0,0
751,Plymouth County District Court,Court,10,1,0,0,0,0,1,0,0,0,0,0
751,Plymouth County District Court,Challenged For Cause (Plaintiff/Petitioner),1,0,0,0,0,0,0,0,0,0,0,0
751,Plymouth County District Court,Peremptory Strike (Defendant/Respondent),21,0,0,2,1,0,0,0,0,0,0,1
751,Plymouth County District Court,Not Used,110,0,0,3,0,0,1,0,0,0,0,2
751,Plymouth County District Court,Juror,48,0,0,0,0,0,0,0,0,0,0,0
751,Plymouth County District Court,No Result,48,0,0,2,1,0,0,0,0,0,0,1
771,Polk County District Court,Peremptory Strike (Plaintiff/Petitioner),359,26,0,34,18,0,2,2,3,0,0,8
771,Polk County District Court,Alternate,79,2,0,3,2,0,1,0,0,0,0,1
771,Polk County District Court,Not Used,395,17,0,27,12,0,3,0,1,0,1,8
771,Polk County District Court,Court,201,18,0,18,21,0,2,0,1,0,0,8
771,Polk County District Court,Challenged For Cause (Defendant/Respondent),25,2,0,3,1,0,1,0,0,0,2,0
771,Polk County District Court,Challenged For Cause (Plaintiff/Petitioner),38,6,0,2,1,0,0,0,0,0,0,2
771,Polk County District Court,No Result,1329,69,0,94,45,0,9,3,9,0,7,30
771,Polk County District Court,Juror,690,39,0,51,20,0,1,0,0,0,2,23
771,Polk County District Court,Peremptory Strike (Defendant/Respondent),404,10,0,16,9,0,1,0,0,0,1,8
781,Pottawattamie County District Court,Challenged For Cause (Defendant/Respondent),1,0,0,1,0,0,0,0,0,0,0,1
781,Pottawattamie County District Court,No Result,39,0,0,3,0,0,0,0,0,0,0,0
781,Pottawattamie County District Court,Challenged For Cause (Plaintiff/Petitioner),4,0,0,0,0,0,0,0,0,0,0,0
781,Pottawattamie County District Court,Peremptory Strike (Plaintiff/Petitioner),12,0,0,0,0,0,0,0,0,0,0,0
781,Pottawattamie County District Court,Not Used,87,1,0,8,2,0,0,0,0,0,0,3
781,Pottawattamie County District Court,Juror,26,0,0,1,0,0,0,0,0,0,0,0
781,Pottawattamie County District Court,Court,3,0,0,0,0,0,0,0,0,0,0,0
781,Pottawattamie County District Court,Peremptory Strike (Defendant/Respondent),11,0,0,0,0,0,0,0,0,0,0,0
791,Poweshiek County District Court,Challenged For Cause (Plaintiff/Petitioner),1,0,0,0,0,0,0,0,0,0,0,0
791,Poweshiek County District Court,Not Used,7,0,0,0,0,0,0,0,0,0,0,0
791,Poweshiek County District Court,Challenged For Cause (Defendant/Respondent),1,0,0,0,0,0,0,0,0,0,0,0
791,Poweshiek County District Court,No Result,49,0,0,0,0,0,0,0,1,0,0,0
791,Poweshiek County District Court,Juror,6,0,0,0,0,0,0,0,0,0,0,0
791,Poweshiek County District Court,Peremptory Strike (Plaintiff/Petitioner),4,0,0,0,0,0,0,0,0,0,0,0
791,Poweshiek County District Court,Peremptory Strike (Defendant/Respondent),4,0,0,0,0,0,0,0,0,0,0,0
821,Scott County District Court,Not Used,1275,65,1,82,16,0,11,4,2,0,6,21
821,Scott County District Court,Challenged For Cause (Plaintiff/Petitioner),102,4,0,8,4,0,1,1,0,0,0,1
821,Scott County District Court,Juror,668,43,0,54,14,0,10,3,2,0,2,13
821,Scott County District Court,Peremptory Strike (Plaintiff/Petitioner),341,28,0,23,4,0,0,1,0,0,1,7
821,Scott County District Court,Alternate,1,1,0,0,0,0,0,0,0,0,0,0
821,Scott County District Court,Peremptory Strike (Defendant/Respondent),367,12,0,24,4,0,0,3,1,0,0,8
821,Scott County District Court,Challenged For Cause (Defendant/Respondent),84,4,0,8,2,0,1,2,1,0,0,1
821,Scott County District Court,No Result,2218,130,3,144,49,0,15,8,8,0,5,43
821,Scott County District Court,Court,186,18,0,9,6,0,2,0,0,0,1,5
841,Sioux County District Court,Juror,24,0,0,0,0,0,0,0,0,0,0,0
841,Sioux County District Court,Peremptory Strike (Defendant/Respondent),12,0,0,0,0,0,0,0,0,0,0,0
841,Sioux County District Court,Peremptory Strike (Plaintiff/Petitioner),11,0,0,1,0,0,0,0,0,0,0,1
841,Sioux County District Court,Not Used,126,0,0,5,2,0,0,0,0,0,0,1
841,Sioux County District Court,Alternate,3,0,0,0,0,0,0,0,0,0,0,0
851,Story County District Court,Peremptory Strike (Defendant/Respondent),74,0,0,1,1,0,0,0,0,0,1,0
851,Story County District Court,Juror,159,3,0,1,2,0,1,0,0,0,0,1
851,Story County District Court,No Result,57,1,0,1,3,0,0,0,0,0,1,0
851,Story County District Court,Court,51,1,0,1,3,0,0,0,1,0,0,1
851,Story County District Court,Peremptory Strike (Plaintiff/Petitioner),63,2,0,5,3,0,1,0,1,0,1,1
851,Story County District Court,Alternate,9,0,0,1,1,0,0,0,0,0,0,1
851,Story County District Court,Not Used,251,2,1,2,10,0,2,0,1,0,1,0
861,Tama County District Court,Court,9,0,0,2,0,0,0,0,0,0,0,0
861,Tama County District Court,Juror,50,0,0,1,0,0,0,0,0,0,0,2
861,Tama County District Court,Not Used,30,0,0,1,0,0,0,0,0,0,0,1
861,Tama County District Court,Challenged For Cause (Defendant/Respondent),1,0,0,0,0,0,0,0,0,0,0,0
861,Tama County District Court,Peremptory Strike (Plaintiff/Petitioner),17,1,0,3,0,0,0,1,0,0,0,1
861,Tama County District Court,Challenged For Cause (Plaintiff/Petitioner),1,0,0,0,0,0,0,0,0,0,0,0
861,Tama County District Court,Peremptory Strike (Defendant/Respondent),22,0,0,0,0,0,0,0,0,0,0,0
861,Tama County District Court,No Result,137,0,0,4,0,0,0,0,0,0,0,3
871,Taylor County District Court,Peremptory Strike (Plaintiff/Petitioner),11,0,0,0,0,0,0,0,0,0,0,0
871,Taylor County District Court,Not Used,30,0,0,1,0,0,1,1,0,0,1,0
871,Taylor County District Court,Juror,13,0,0,0,0,0,0,0,0,0,0,0
871,Taylor County District Court,Peremptory Strike (Defendant/Respondent),11,0,0,0,0,0,0,0,0,0,0,0
881,Union County District Court,Peremptory Strike (Plaintiff/Petitioner),20,1,0,1,1,0,0,0,0,0,0,0
881,Union County District Court,Peremptory Strike (Defendant/Respondent),22,0,0,0,0,0,0,0,0,0,0,0
881,Union County District Court,Challenged For Cause (Defendant/Respondent),4,0,0,0,1,0,0,0,0,0,0,0
881,Union County District Court,Challenged For Cause (Plaintiff/Petitioner),6,0,0,0,0,0,0,0,0,0,0,0
881,Union County District Court,No Result,110,0,0,2,1,0,0,1,0,0,0,0
881,Union County District Court,Juror,50,0,0,2,0,0,0,1,0,0,0,0
881,Union County District Court,Not Used,30,0,0,0,0,0,0,0,0,0,0,0
891,Van Buren County District Court,Court,4,0,0,0,0,0,0,0,0,0,0,0
891,Van Buren County District Court,Juror,12,0,0,0,0,0,0,0,0,0,0,0
891,Van Buren County District Court,Not Used,2,0,0,0,0,0,0,0,0,0,0,0
891,Van Buren County District Court,Alternate,1,0,0,0,0,0,0,0,0,0,0,0
891,Van Buren County District Court,Peremptory Strike (Defendant/Respondent),5,0,0,0,0,0,0,0,0,0,0,0
891,Van Buren County District Court,Peremptory Strike (Plaintiff/Petitioner),5,0,0,0,0,0,0,0,0,0,0,0
901,Wapello County District Court,Not Used,280,2,0,16,0,0,0,1,0,0,1,9
901,Wapello County District Court,Challenged For Cause (Defendant/Respondent),7,0,0,1,0,0,0,0,0,0,0,1
901,Wapello County District Court,Challenged For Cause (Plaintiff/Petitioner),34,1,0,4,0,0,0,0,0,0,0,0
901,Wapello County District Court,Peremptory Strike (Plaintiff/Petitioner),55,0,0,2,0,0,0,0,0,0,0,1
901,Wapello County District Court,Court,12,0,0,0,0,0,0,0,0,0,0,0
901,Wapello County District Court,No Result,62,1,0,3,1,0,0,1,1,0,1,2
901,Wapello County District Court,Alternate,15,0,0,1,0,0,0,0,0,0,0,1
901,Wapello County District Court,Juror,109,0,0,2,0,0,0,0,0,0,0,2
901,Wapello County District Court,Peremptory Strike (Defendant/Respondent),54,0,0,2,1,0,0,0,0,0,1,1
911,Warren County District Court,No Result,79,0,0,3,1,0,0,0,0,0,0,1
911,Warren County District Court,Juror,155,0,0,3,2,0,0,0,0,0,0,2
911,Warren County District Court,Not Used,315,1,0,17,2,0,1,0,0,0,1,5
921,Washington County District Court,Peremptory Strike (Defendant/Respondent),23,0,0,0,0,0,0,0,0,0,0,0
921,Washington County District Court,No Result,66,0,0,1,0,0,0,0,0,0,0,1
921,Washington County District Court,Juror,41,1,0,0,0,0,0,0,0,0,0,0
921,Washington County District Court,Peremptory Strike (Plaintiff/Petitioner),22,0,0,1,0,0,0,0,0,0,0,0
921,Washington County District Court,Not Used,69,0,0,2,0,0,0,0,0,0,1,0
921,Washington County District Court,Challenged For Cause (Plaintiff/Petitioner),13,0,0,0,0,0,0,0,0,0,0,0
921,Washington County District Court,Alternate,4,0,0,0,0,0,0,0,0,0,0,0
921,Washington County District Court,Challenged For Cause (Defendant/Respondent),1,0,0,0,0,0,0,0,0,0,0,0
931,Wayne County District Court,Peremptory Strike (Plaintiff/Petitioner),6,0,0,0,0,0,0,0,0,0,0,0
931,Wayne County District Court,Juror,13,0,0,0,0,0,0,0,0,0,0,0
931,Wayne County District Court,Court,18,0,0,0,0,0,0,0,0,0,0,0
931,Wayne County District Court,Not Used,5,0,0,0,0,0,0,0,0,0,0,0
931,Wayne County District Court,No Result,60,1,0,0,0,0,0,0,0,0,0,0
931,Wayne County District Court,Peremptory Strike (Defendant/Respondent),7,0,0,0,0,0,0,0,0,0,0,0
941,Webster County District Court,Challenged For Cause (Plaintiff/Petitioner),57,6,0,1,0,0,1,1,0,0,0,1
941,Webster County District Court,Not Used,462,12,0,21,1,0,4,0,0,0,1,8
941,Webster County District Court,Alternate,5,0,0,0,0,0,0,0,0,0,0,0
941,Webster County District Court,Peremptory Strike (Plaintiff/Petitioner),43,1,0,3,0,0,0,0,0,0,0,0
941,Webster County District Court,Challenged For Cause (Defendant/Respondent),1,0,0,0,0,0,0,0,0,0,0,0
941,Webster County District Court,Peremptory Strike (Defendant/Respondent),44,0,0,2,0,0,0,0,0,0,0,1
941,Webster County District Court,Juror,70,0,0,0,1,0,1,0,0,0,0,1
951,Winnebago County District Court,Juror,59,1,0,1,0,0,0,0,0,0,0,0
951,Winnebago County District Court,Not Used,154,0,0,10,1,0,1,1,2,0,0,3
951,Winnebago County District Court,Alternate,4,0,0,0,0,0,0,0,0,0,0,0
951,Winnebago County District Court,Court,21,0,0,0,0,0,0,0,0,0,0,0
951,Winnebago County District Court,Peremptory Strike (Defendant/Respondent),30,0,0,1,0,0,0,0,0,0,0,1
951,Winnebago County District Court,Peremptory Strike (Plaintiff/Petitioner),28,0,0,2,2,0,0,0,0,0,0,0
961,Winneshiek County District Court,Peremptory Strike (Plaintiff/Petitioner),13,0,0,0,0,0,0,0,0,0,0,0
961,Winneshiek County District Court,Peremptory Strike (Defendant/Respondent),12,0,0,1,0,0,0,0,0,0,0,1
961,Winneshiek County District Court,Juror,14,0,0,0,0,0,0,0,0,0,0,0
961,Winneshiek County District Court,No Result,33,0,0,0,0,0,0,0,0,0,0,0
961,Winneshiek County District Court,Not Used,58,0,0,0,3,0,0,0,0,0,0,0
961,Winneshiek County District Court,Court,8,0,0,0,0,0,0,0,0,0,0,0
971,Woodbury County District Court,No Result,159,9,0,22,7,0,0,0,2,1,2,10
971,Woodbury County District Court,Not Used,426,8,1,38,5,0,2,2,3,0,1,14
971,Woodbury County District Court,Peremptory Strike (Defendant/Respondent),146,1,0,8,3,0,0,0,1,0,1,1
971,Woodbury County District Court,Court,138,5,0,32,11,0,1,0,3,0,1,13
971,Woodbury County District Court,Juror,262,5,1,34,3,0,2,1,3,0,1,11
971,Woodbury County District Court,Peremptory Strike (Plaintiff/Petitioner),132,6,0,21,0,0,0,1,0,0,0,10
981,Worth County District Court,Peremptory Strike (Defendant/Respondent),6,0,0,0,0,0,0,0,0,0,1,0
981,Worth County District Court,Alternate,2,0,0,0,0,0,0,0,0,0,0,0
981,Worth County District Court,Not Used,24,0,0,1,0,0,0,0,0,0,0,0
981,Worth County District Court,Challenged For Cause (Plaintiff/Petitioner),1,0,0,0,0,0,0,0,0,0,0,0
981,Worth County District Court,Peremptory Strike (Plaintiff/Petitioner),7,0,0,0,0,0,0,0,0,0,0,0
981,Worth County District Court,Court,16,0,0,0,0,0,0,0,0,0,0,0
981,Worth County District Court,Juror,12,0,0,1,0,0,0,0,0,0,0,0
981,Worth County District Court,Challenged For Cause (Defendant/Respondent),3,0,0,0,0,0,0,0,0,0,0,0
991,Wright County District Court,Court,2,0,0,0,0,0,0,0,0,0,0,0
991,Wright County District Court,Peremptory Strike (Plaintiff/Petitioner),5,0,0,0,0,0,0,0,0,0,0,0
991,Wright County District Court,Juror,13,0,0,0,0,0,0,0,0,0,0,0
991,Wright County District Court,Peremptory Strike (Defendant/Respondent),3,0,0,0,1,0,0,0,0,0,0,0
991,Wright County District Court,Challenged For Cause (Plaintiff/Petitioner),1,0,0,0,0,0,0,0,0,0,0,0
991,Wright County District Court,Not Used,28,0,0,5,0,0,0,0,0,0,0,0
