total_courts,courts_tested,significant_unadjusted,percent_significant_unadjusted,significant_after_adjustment,percent_significant_after_adjustment,courts_meeting_expected_count_guideline,courts_with_assumption_warning
100,99,99,9900,99,9900,64,36
